timestamp,yaw,roll,pitch
14275_2.jpg,34.46277,-9.691844,-8.395361
15900_1.jpg,-67.79967,13.40389,0.9100021
15350_1.jpg,14.94413,0.31775182,-26.14057
14395_5.jpg,39.834118,-6.108427,-1.3697339
15900_4.jpg,-34.700806,-1.924667,11.698953
11673_6.jpg,-11.489272,-2.778135,1.5355053
14275_5.jpg,40.971344,-1.8709811,-10.2055235
11675_3-1.jpg,36.760887,-1.7773306,1.673274
11657_4-1.jpg,23.367594,-41.998882,8.81712
11657_3-1.jpg,19.062737,-26.065325,4.8570714
11675_2-1.jpg,23.159761,-5.6519513,11.92072
15224_1.jpg,-17.933619,-9.2314415,-3.2212617
15590_5.jpg,19.360342,18.241222,1.7028008
11673_5.jpg,-40.538593,-4.5098705,-3.0824134
15590_6.jpg,22.762146,17.17304,0.72408384
14275_4.jpg,39.8598,-1.9768935,-22.610035
12845_3.jpg,-5.508245,-4.233392,-2.9882312
14395_3.jpg,9.057362,-2.162027,4.0278735
11728_5.jpg,21.146854,-10.23679,-4.3947053
11675_1-1.jpg,-14.303582,-14.363154,9.115488
13224_3.jpg,28.224367,-7.832083,0.526962
12845_2.jpg,-12.471786,13.313721,1.0004654
12845_4.jpg,-6.3903933,0.2987545,1.6686742
12192_3.jpg,-0.47666943,-3.0896828,-0.75622934
15590_4.jpg,19.214417,15.635199,1.8310964
12190_5.jpg,15.629877,3.6463208,-3.4576619
13397_1.jpg,53.183434,-8.4488,-15.146106
10561_4.jpg,-14.545502,-11.464041,1.723437
10561_4.jpg,-19.062527,-12.371663,-3.8885396
13838_6.jpg,-22.002264,5.219104,11.899309
15900_3.jpg,-32.88462,-5.941223,10.14763
13210_4.jpg,33.87125,9.2362995,-1.7573774
12192_4.jpg,0.22278517,-2.278589,-0.4398452
11948_5.jpg,77.1211,-13.0855875,-14.386316
11729_4.jpg,5.752317,30.990477,2.119083
14275_3.jpg,44.350582,-2.0393698,-13.677133
16206_4.jpg,-15.920634,-8.053996,3.2491505
15224_2.jpg,-23.443325,-13.9253,11.060635
15590_2.jpg,20.835575,14.153022,2.8734798
13353_1.jpg,6.3560743,-34.132652,-3.2783031
13353_1.jpg,25.466085,-17.929262,10.647016
12845_1.jpg,-5.2457056,17.277853,-1.6966542
14119_5.jpg,-7.6541724,24.314486,-25.08141
12192_2.jpg,-0.83215696,-2.8815322,-1.648224
13678_1.jpg,2.9326065,-15.367511,-1.3141444
13621_6.jpg,-37.909664,4.3926787,3.291512
14677_3.jpg,-31.693884,-12.136039,6.9281387
10681_id.jpg,-11.4021635,-7.4691744,-2.859168
14275_1.jpg,40.525948,-0.636897,-12.831624
15590_3.jpg,21.154772,14.977717,9.216296
9729_2.jpg,68.64781,6.2188396,-7.705054
11729_5.jpg,29.063496,28.352901,8.871706
12192_1.jpg,1.6265159,-1.9226702,-7.5061474
15590_1.jpg,22.46398,15.427001,8.209812
10681_1.jpg,-20.041197,-0.5574675,-6.6039777
12192_5.jpg,-0.0049581667,-3.4805818,5.6407833
10681_2.jpg,-35.735256,-3.283799,1.6422824
12190_3.jpg,11.4480505,1.9937813,-4.3047714
14395_2.jpg,28.06801,-3.3558135,-9.671159
14395_2.jpg,43.831013,-4.4924955,-14.398174
14275_6.jpg,37.68844,-2.2343957,-7.5227942
10681_4.jpg,-27.88611,-3.5833728,-5.4011083
10681_4.jpg,-8.287366,-15.279074,-3.4435155
