timestamp,yaw,roll,pitch,face_count
16265_5.jpg,12.926235,14.113766,-0.21346407,1
15903_6.jpg,-41.27893,-4.3595495,-10.43989,1
15370_3.jpg,1.815489,-4.6833553,2.607262,1
13807_2.jpg,0.23311384,-3.987416,5.6276865,1
12323_2.jpg,0.7982829,-6.5481334,-1.6424747,1
13750_3.jpg,4.1483226,19.234634,3.9927874,1
14024_4.jpg,-3.0904293,-7.723122,2.397355,1
12198_5.jpg,1.7583395,-2.5680044,-4.577748,1
15498_5.jpg,0.277263,-0.1691795,7.401721,1
13061_1.jpg,1.8606063,-6.978563,-1.8681418,1
10666_3.jpg,-68.428314,-8.319507,-5.020654,1
16265_2.jpg,-29.424002,-5.9096837,-2.0536747,1
14053_1.jpg,-8.902393,-7.864428,2.2004838,1
14266_2.jpg,-5.164537,-6.2915893,-1.8954452,1
13736_3.jpg,2.2954295,10.602581,11.938264,1
14275_2.jpg,62.651005,-7.4023747,-17.90707,1
12867_id.jpg,-5.4161034,-2.9062057,2.7262154,1
14250_2.jpg,-3.567988,-2.70343,-1.7642497,1
12847_3.jpg,-6.340783,-1.6438458,-0.43595523,1
10559_1.jpg,3.8928032,-10.227177,3.374347,1
12204_5.jpg,-9.293889,-4.8231344,1.8665049,1
14483_2.jpg,3.44011,-4.977716,-3.6062305,1
14117_3.jpg,1.0006171,-9.486011,-0.65886515,1
15900_1.jpg,-60.141224,28.26255,-14.396528,1
14483_6.jpg,5.078871,-5.977247,-21.226036,1
14033_5.jpg,2.6788526,-7.8893948,2.587311,1
10563_3.jpg,-37.275387,0.579451,-12.6412945,1
12993_1.jpg,-11.7071705,-5.9824243,-1.2951617,1
12190_4.jpg,2.5625226,1.8232634,-0.7117856,1
13752_2.jpg,-1.4491912,-10.091629,2.7213387,1
10766_1.jpg,-10.702842,11.255145,-7.811802,1
15350_1.jpg,58.205643,-3.7425423,-18.79554,1
14482_2.jpg,-2.5618196,3.6699178,-4.1188126,1
15687_6.jpg,-3.298245,-4.5642667,-0.33247316,1
12865_3.jpg,-3.7526567,-6.8047132,-2.8642662,1
14270_1.jpg,-0.5662513,-18.37939,-10.171199,1
12324_id.jpg,-1.5863249,-8.326593,1.796723,1
16322_3.jpg,-24.543644,4.544759,-7.671332,1
11929_3.jpg,-8.855789,-6.219817,4.4948525,1
15892_3.jpg,6.0599127,-4.4911795,14.58504,1
13224_4.jpg,-42.632362,17.179224,-10.352361,1
14620_1.jpg,1.8823019,-12.150101,-6.526445,1
13729_1.jpg,-0.8712407,-11.016249,0.61646426,1
